0.2	353.514296	76.706784	21.586984	6.777976	6.17912
2	1892.2296	404.052784	105.524712	28.169112	19.820104
4	6052.594496	1281.479984	318.533952	81.382096	58.7296
8	21621.62808	4567.143768	1112.680656	252.421152	175.305544
20	124379.3344	26277.2992	6379.37544	1379.32536	925.082816
