4.4698	0.546	5.0612	0.71102	5.4616	0.587		
4.4724	0.547	5.0652	0.71074	5.4646	0.586		
4.4738	0.548	5.0754	0.70994	5.4758	0.579		
4.4766	0.55	5.079	0.7096	5.479	0.577		
4.4808	0.552	5.0894	0.70862	5.49	0.571		
4.4812	0.553	5.0928	0.70826	5.4964	0.567		
4.4816	0.553	5.1036	0.70706	5.504	0.562		
4.4846	0.555	5.107	0.70664	5.5134	0.556		
4.4864	0.556	5.1176	0.70532	5.5178	0.553		
4.4866	0.556	5.1208	0.70486	5.531	0.544		
4.4876	0.557	5.132	0.7033	5.532	0.544		
4.491	0.559	5.134	0.703	5.5362	0.541		
4.4914	0.559	5.1464	0.70108	5.5464	0.534		
4.4948	0.561	5.1474	0.70094	5.549	0.532		
4.4958	0.562	5.1602	0.69874	5.5612	0.524		
4.4988	0.563	5.1608	0.69866	5.567	0.52		
4.5028	0.566	5.1608	0.69864	5.5738	0.515		
4.5032	0.566	5.1742	0.69614	5.585	0.507		
4.5032	0.566	5.175	0.69596	5.5868	0.506		
4.5078	0.569	5.1876	0.69342	5.593	0.501		
4.5096	0.57	5.1894	0.69304	5.599	0.497		
4.5128	0.572	5.201	0.69048	5.6004	0.496		
4.5154	0.573	5.2036	0.68982	5.6106	0.489		
4.5174	0.575	5.2142	0.68728	5.612	0.488		
4.519	0.576	5.2178	0.68638	5.6194	0.482		
4.5226	0.578	5.228	0.68374	5.627	0.476		
4.5228	0.578	5.232	0.68274	5.63	0.473		
4.5236	0.578	5.2418	0.68006	5.6368	0.469		
4.527	0.58	5.2466	0.67854	5.6422	0.466		
4.5306	0.582	5.2546	0.67616	5.644	0.464		
4.5312	0.583	5.2612	0.67412	5.6552	0.455		
4.5316	0.583	5.2674	0.67216	5.6596	0.453		
4.5352	0.585	5.2754	0.6696	5.6678	0.446		
4.5382	0.586	5.2804	0.6679	5.6706	0.444		
4.5392	0.587	5.289	0.665	5.6738	0.442		
4.5404	0.588	5.293	0.66358	5.6812	0.436		
4.5434	0.589	5.3032	0.66	5.6866	0.433		
4.547	0.591	5.3054	0.65916	5.6936	0.429		
4.5474	0.592	5.3176	0.65484	5.7026	0.42		
4.5508	0.593	5.318	0.6547	5.7036	0.419		
4.5512	0.594	5.3204	0.65376	5.7054	0.418		
4.5542	0.595	5.3306	0.64994	5.7162	0.414		
4.5574	0.597	5.3318	0.64938	5.723	0.408		
4.5586	0.598	5.3432	0.64492	5.7266	0.405		
4.5616	0.599	5.346	0.64362	5.7388	0.397		
4.563	0.6	5.3556	0.63958	5.7396	0.397		
4.5634	0.6	5.3602	0.63754	5.7414	0.396		
4.5674	0.602	5.3682	0.63402	5.7532	0.39		
4.5692	0.603	5.3742	0.63118	5.7576	0.387		
4.5722	0.605	5.3806	0.62824	5.7684	0.38		
4.5748	0.606	5.3882	0.62462	5.7734	0.378		
4.5774	0.607	5.3932	0.6222	5.7826	0.373		
4.5794	0.608	5.4022	0.61776	5.7886	0.369		
4.582	0.61	5.4054	0.6161	5.7972	0.365		
4.5838	0.611	5.4168	0.6105	5.8048	0.362		
4.5862	0.612	5.4174	0.61022	5.8116	0.359		
4.5882	0.613	5.42	0.60886	5.8214	0.354		
4.5904	0.614	5.4292	0.60414	5.826	0.352		
4.5936	0.615	5.431	0.6032	5.8392	0.347		
4.5946	0.616	5.4416	0.5976	5.8404	0.347		
4.597	0.617	5.4448	0.59576	5.844	0.346		
4.5986	0.618	5.4536	0.59076	5.8548	0.342		
4.5996	0.618	5.4586	0.58792	5.858	0.341		
4.603	0.62	5.4646	0.58442	5.8692	0.338		
4.6058	0.621	5.4712	0.58022	5.8776	0.335		
4.6062	0.622	5.4748	0.57792	5.8838	0.334		
4.61	0.623	5.4824	0.57374	5.8976	0.331		
4.6108	0.624	5.4846	0.57262	5.8982	0.331		
4.6146	0.625	5.4928	0.56728	5.8986	0.331		
4.6148	0.626	5.4936	0.56672	5.9128	0.328		
4.619	0.627	5.4968	0.56472	5.921	0.326		
4.6202	0.628	5.5024	0.56132	5.9274	0.325		
4.6228	0.629	5.5038	0.5605	5.937	0.324		
4.6244	0.63	5.5112	0.55664	5.9418	0.324		
4.6272	0.631	5.515	0.55346	5.9454	0.324		
4.6308	0.633	5.5196	0.54966	5.9564	0.322		
4.6318	0.633	5.5248	0.54686	5.9702	0.322		
4.6342	0.634	5.529	0.54466	5.971	0.322		
4.6362	0.635	5.5356	0.53998	5.9716	0.322		
4.6372	0.636	5.5388	0.5373	5.9854	0.322		
4.6408	0.637	5.545	0.53272	5.9992	0.322		
4.6438	0.638	5.5464	0.53178	6	0.322		
4.6456	0.639	5.548	0.53124				
4.6496	0.641	5.5552	0.52844				
4.6502	0.641	5.5584	0.52474				
4.6504	0.641	5.5626	0.51994				
4.655	0.643	5.5672	0.51744				
4.6574	0.644	5.572	0.51536				
4.6602	0.645	5.5786	0.51064				
4.6644	0.647	5.5808	0.5085				
4.6664	0.648	5.5892	0.50194				
4.6678	0.648	5.5898	0.50148				
4.672	0.65	5.5912	0.5007				
4.6744	0.651	5.5992	0.49616				
4.677	0.652	5.602	0.49336				
4.6802	0.653	5.6074	0.48838				
4.682	0.654	5.6132	0.48506				
4.6856	0.655	5.617	0.4827				
4.6884	0.656	5.624	0.47626				
4.69	0.657	5.6256	0.47482				
4.692	0.657	5.6284	0.47342				
4.6944	0.658	5.6346	0.46998				
4.6978	0.66	5.6386	0.46602				
4.6992	0.66	5.6416	0.4631				
4.7	0.66	5.6494	0.45836				
4.704	0.662	5.65	0.45794				
4.7076	0.663	5.6526	0.45586				
4.709	0.663	5.6584	0.4511				
4.7112	0.664	5.6598	0.45008				
4.7138	0.665	5.6676	0.44494				
4.7148	0.665	5.6724	0.44122				
4.7192	0.667	5.6772	0.4373				
4.72	0.667	5.6842	0.43248				
4.724	0.668	5.6864	0.43106				
4.7254	0.669	5.6886	0.42958				
4.7288	0.67	5.6948	0.42548				
4.731	0.671	5.7012	0.41998				
4.7334	0.671	5.7022	0.41904				
4.7372	0.673	5.7044	0.41798				
4.7392	0.673	5.7116	0.41438				
4.7426	0.674	5.715	0.4115				
4.7446	0.675	5.7204	0.40718				
4.7482	0.676	5.7274	0.40302				
4.7502	0.676	5.7304	0.40134				
4.7542	0.678	5.7368	0.39748				
4.7556	0.678	5.7422	0.39336				
4.7602	0.679	5.744	0.39224				
4.761	0.679	5.7456	0.39134				
4.7662	0.681	5.7518	0.38822				
4.7662	0.681	5.76	0.38342				
4.767	0.681	5.7614	0.38276				
4.7712	0.682	5.762	0.38238				
4.7718	0.682	5.7734	0.3758				
4.7766	0.684	5.7744	0.37536				
4.7776	0.684	5.7852	0.36984				
4.7824	0.685	5.7868	0.36892				
4.7834	0.685	5.7968	0.364				
4.7886	0.687	5.7994	0.36268				
4.7896	0.687	5.808	0.35888				
4.7948	0.688	5.8124	0.3568				
4.7962	0.689	5.8192	0.35372				
4.8006	0.689	5.8256	0.3511				
4.8008	0.69	5.8306	0.34902				
4.801	0.69	5.8394	0.34568				
4.805	0.691	5.8418	0.34466				
4.8072	0.691	5.8504	0.34192				
4.8104	0.692	5.853	0.3411				
4.8128	0.692	5.8538	0.34078				
4.8154	0.693	5.8644	0.33762				
4.8184	0.693	5.869	0.33612				
4.8212	0.694	5.8756	0.3341				
4.8238	0.695	5.8844	0.3318				
4.827	0.695	5.887	0.33102				
4.829	0.696	5.8924	0.33004				
4.8322	0.696	5.8982	0.32892				
4.834	0.697	5.9012	0.32816				
4.8368	0.697	5.9096	0.32642				
4.8406	0.698	5.9184	0.32486				
4.8424	0.698	5.9208	0.32428				
4.847	0.699	5.9248	0.32394				
4.8484	0.699	5.9322	0.32314				
4.8534	0.7	5.937	0.32236				
4.8544	0.7	5.9434	0.32142				
4.86	0.701	5.9524	0.32086				
4.8606	0.701	5.9548	0.3208				
4.8662	0.702	5.9566	0.32056				
4.8666	0.702	5.966	0.31992				
4.8694	0.702	5.977	0.31962				
4.8728	0.703	5.9774	0.31964				
4.8732	0.703	5.9776	0.31962				
4.875	0.703	5.9886	0.31956				
4.8794	0.704	5.9994	0.31982				
4.8806	0.704	6	0.3199				
4.8862	0.705						
4.887	0.705						
4.8922	0.706						
4.8926	0.706						
4.8972	0.706						
4.8986	0.706						
4.8988	0.706						
4.9036	0.707						
4.905	0.707						
4.909	0.707						
4.9114	0.708						
4.9148	0.708						
4.916	0.708						
4.9204	0.709						
4.9214	0.709						
4.9258	0.709						
4.927	0.709						
4.9318	0.71						
4.9332	0.71						
4.9378	0.71						
4.9396	0.71						
4.944	0.71						
4.9468	0.711						
4.9508	0.711						
4.9542	0.711						
4.958	0.711						
4.9614	0.711						
4.9652	0.711						
4.9682	0.712						
4.9716	0.712						
4.9746	0.712						
4.978	0.712						
4.9806	0.712						
4.9842	0.712						
4.987	0.712						
4.9908	0.712						
4.9938	0.712						
4.998	0.712						
5.0008	0.712						
5.0052	0.712						
5.0082	0.712						
5.0122	0.712						
5.014	0.712						
5.018	0.712						
5.02	0.712						
5.0236	0.712						
5.0262	0.712						
5.0298	0.712						
5.0332	0.711						
5.0362	0.711						
5.0392	0.711						
5.0414	0.711						
5.044	0.711						
5.0472	0.711						
5.0492	0.711						
5.0528	0.711						
5.0546	0.71						
5.0586	0.71						
5.06	0.71						
5.0642	0.71						
5.0656	0.71						
5.07	0.709						
5.0714	0.709						
5.0758	0.709						
5.0772	0.709						
5.0818	0.708						
5.0828	0.708						
5.0878	0.708						
5.0888	0.708						
5.0938	0.707						
5.0946	0.707						
5.1	0.706						
5.1006	0.706						
5.106	0.706						
5.1066	0.706						
5.112	0.705						
5.1128	0.705						
5.1182	0.704						
5.1198	0.704						
5.1254	0.703						
5.1258	0.703						
5.1314	0.702						
5.1318	0.702						
5.1318	0.702						
5.1376	0.701						
5.1378	0.701						
5.1436	0.7						
5.144	0.7						
5.1496	0.699						
5.1508	0.699						
5.1546	0.698						
5.1562	0.698						
5.1588	0.698						
5.1606	0.697						
5.164	0.697						
5.167	0.696						
5.169	0.696						
5.1726	0.695						
5.1738	0.695						
5.1776	0.694						
5.178	0.694						
5.1814	0.693						
5.1828	0.693						
5.1858	0.692						
5.1876	0.692						
5.1902	0.691						
5.1932	0.691						
5.1944	0.691						
5.1966	0.69						
5.1974	0.69						
5.201	0.689						
5.2012	0.689						
5.2022	0.689						
5.2052	0.688						
5.2056	0.688						
5.21	0.687						
5.2112	0.687						
5.2158	0.685						
5.2174	0.685						
5.2198	0.684						
5.2224	0.684						
5.2268	0.683						
5.2274	0.682						
5.232	0.681						
5.232	0.681						
5.2334	0.681						
5.2372	0.68						
5.2374	0.68						
5.2386	0.679						
5.2426	0.678						
5.2432	0.678						
5.2476	0.677						
5.2488	0.676						
5.2526	0.675						
5.254	0.675						
5.2576	0.674						
5.2594	0.673						
5.263	0.672						
5.265	0.672						
5.2686	0.67						
5.2706	0.67						
5.2742	0.669						
5.2762	0.668						
5.2806	0.666						
5.2822	0.666						
5.285	0.665						
5.2864	0.665						
5.29	0.663						
5.29	0.663						
5.2948	0.662						
5.2952	0.662						
5.2992	0.66						
5.2998	0.66						
5.3042	0.658						
5.305	0.658						
5.31	0.656						
5.31	0.656						
5.31	0.656						
5.3144	0.655						
5.3156	0.654						
5.3186	0.653						
5.3204	0.652						
5.3232	0.651						
5.3266	0.65						
5.3286	0.649						
5.3312	0.648						
5.334	0.647						
5.3362	0.646						
5.3398	0.645						
5.341	0.644						
5.3456	0.642						
5.3458	0.642						
5.3482	0.641						
5.3508	0.64						
5.3514	0.64						
5.3558	0.638						
5.3574	0.637						
5.361	0.636						
5.3634	0.634						
5.365	0.634						
5.368	0.632						
5.3696	0.632						
5.373	0.63						
5.3742	0.63						
5.3792	0.627						
5.3796	0.627						
5.38	0.627						
5.3844	0.625						
5.3868	0.624						
5.3888	0.623						
5.3916	0.621						
5.3938	0.62						
5.3964	0.619						
5.399	0.618						
5.4008	0.617						
5.403	0.616						
5.4048	0.615						
5.4062	0.614						
5.4072	0.614						
5.41	0.612						
5.4126	0.611						
5.4146	0.61						
5.4182	0.608						
5.4202	0.607						
5.4236	0.605						
5.4256	0.604						
5.4288	0.603						
5.4312	0.601						
5.434	0.6						
5.4366	0.598						
5.4392	0.597						
5.442	0.595						
5.444	0.594						
5.446	0.593						
5.4474	0.592						
5.4502	0.591						
5.4526	0.589						
5.4548	0.588						
5.4578	0.587						
5.4596	0.585						
5.463	0.583						
5.4646	0.582						
5.4678	0.581						
5.4694	0.58						
5.4718	0.578						
5.4746	0.577						
5.4758	0.576						
5.4764	0.576						
5.481	0.573						
5.4818	0.572						
5.4864	0.57						
5.4872	0.569						
5.491	0.567						
5.4924	0.566						
5.4948	0.564						
5.4968	0.563						
5.4994	0.561						
5.5012	0.56						
5.504	0.558						
5.506	0.557						
5.5094	0.555						
5.5108	0.554						
5.513	0.553						
5.5156	0.551						
5.5172	0.55						
5.5204	0.548						
5.523	0.546						
5.5254	0.544						
5.5282	0.542						
5.5302	0.541						
5.5332	0.539						
5.535	0.538						
5.538	0.536						
5.5398	0.535						
5.5428	0.533						
5.5446	0.531						
5.5476	0.529						
5.5494	0.528						
5.5524	0.526						
5.5542	0.525						
5.5574	0.523						
5.559	0.521						
5.5628	0.519						
5.5636	0.518						
5.565	0.517						
5.568	0.515						
5.5702	0.514						
5.5726	0.512						
5.5754	0.51						
5.5774	0.508						
5.5808	0.506						
5.5822	0.505						
5.5862	0.502						
5.5868	0.501						
5.5874	0.501						
5.5912	0.498						
5.5942	0.496						
5.5952	0.495						
5.5992	0.493						
5.5996	0.492						
5.604	0.489						
5.6044	0.489						
5.6044	0.488						
5.6046	0.488						
5.609	0.485						
5.611	0.484						
5.6116	0.483						
5.6146	0.481						
5.6146	0.481						
5.6186	0.478						
5.6192	0.478						
5.623	0.475						
5.6244	0.474						
5.6274	0.471						
5.6296	0.47						
5.632	0.468						
5.635	0.466						
5.6366	0.465						
5.6402	0.462						
5.6412	0.461						
5.6456	0.458						
5.646	0.458						
5.6488	0.456						
5.6506	0.454						
5.651	0.454						
5.6552	0.451						
5.6562	0.45						
5.6596	0.448						
5.6614	0.446						
5.6642	0.444						
5.6668	0.442						
5.6686	0.441						
5.6724	0.438						
5.6732	0.438						
5.6762	0.436						
5.6776	0.434						
5.678	0.434						
5.6822	0.431						
5.684	0.43						
5.6868	0.428						
5.69	0.426						
5.6912	0.425						
5.6952	0.422						
5.6958	0.422						
5.696	0.422						
5.7002	0.418						
5.702	0.417						
5.7048	0.415						
5.7084	0.413						
5.7094	0.412						
5.712	0.41						
5.714	0.409						
5.7146	0.409						
5.7186	0.406						
5.7212	0.404						
5.7232	0.403						
5.7276	0.4						
5.7278	0.4						
5.7278	0.4						
5.7324	0.397						
5.7346	0.396						
5.7372	0.394						
5.7416	0.391						
5.7418	0.391						
5.7422	0.391						
5.7464	0.388						
5.749	0.387						
5.751	0.386						
5.7548	0.383						
5.7564	0.382						
5.757	0.382						
5.7624	0.379						
5.7632	0.378						
5.768	0.376						
5.7692	0.375						
5.7734	0.373						
5.7754	0.372						
5.779	0.37						
5.7814	0.369						
5.7848	0.367						
5.7876	0.365						
5.7904	0.364						
5.794	0.362						
5.796	0.361						
5.8004	0.359						
5.8016	0.359						
5.8068	0.356						
5.8074	0.356						
5.811	0.354						
5.813	0.354						
5.8134	0.353						
5.8186	0.351						
5.82	0.351						
5.8244	0.349						
5.8268	0.348						
5.83	0.347						
5.8338	0.345						
5.8356	0.344						
5.841	0.342						
5.8414	0.342						
5.843	0.342						
5.847	0.34						
