4	0.317	4	0.3201	4	0.322	4	0.34
4.0044	0.317	4.001	0.32006	4.0014	0.322	4.013	0.341
4.0056	0.318	4.0114	0.32044	4.0146	0.323	4.0436	0.345
4.0068	0.318	4.0196	0.32124	4.025	0.324	4.0632	0.348
4.0114	0.318	4.0226	0.32166	4.029	0.325	4.0872	0.352
4.017	0.318	4.0264	0.32182	4.0346	0.325	4.1252	0.363
4.017	0.318	4.034	0.32232	4.0436	0.326	4.131	0.365
4.017	0.318	4.039	0.32322	4.0494	0.327	4.1552	0.374
4.0226	0.319	4.0452	0.32424	4.0582	0.328	4.1754	0.382
4.027	0.319	4.0552	0.3256	4.0718	0.331	4.179	0.384
4.0284	0.319	4.0566	0.3257	4.0726	0.331	4.2192	0.404
4.0304	0.319	4.0572	0.3259	4.0742	0.331	4.2272	0.408
4.034	0.32	4.0678	0.32774	4.0872	0.334	4.264	0.429
4.0366	0.32	4.0744	0.32928	4.0932	0.336	4.2708	0.433
4.0396	0.32	4.0792	0.3305	4.1018	0.338	4.2796	0.438
4.0446	0.321	4.0894	0.33268	4.1128	0.341	4.302	0.452
4.0454	0.321	4.0904	0.33288	4.1162	0.343	4.3162	0.461
4.0458	0.321	4.091	0.33304	4.1266	0.346	4.3262	0.468
4.051	0.322	4.1018	0.33572	4.1308	0.347	4.3372	0.475
4.0548	0.323	4.1066	0.3373	4.1322	0.347	4.3496	0.483
4.0566	0.323	4.113	0.33932	4.1452	0.352	4.3708	0.498
4.0598	0.324	4.1214	0.34202	4.1502	0.354	4.3936	0.512
4.0624	0.324	4.1244	0.34308	4.1598	0.358	4.407	0.521
4.0636	0.324	4.1338	0.34612	4.1674	0.361	4.414	0.525
4.068	0.325	4.1356	0.34666	4.1742	0.364	4.4478	0.547
4.0722	0.326	4.1362	0.34688	4.184	0.369	4.4564	0.552
4.0736	0.326	4.147	0.3507	4.1888	0.371	4.459	0.554
4.0766	0.327	4.1502	0.35212	4.2004	0.377	4.503	0.581
4.0794	0.328	4.1582	0.35534	4.2034	0.378	4.5174	0.589
4.0806	0.328	4.1636	0.35772	4.2162	0.385	4.5524	0.607
4.085	0.329	4.1694	0.3603	4.2178	0.386	4.5746	0.618
4.0888	0.33	4.1766	0.36354	4.2322	0.394	4.601	0.631
4.0906	0.33	4.1806	0.36546	4.2324	0.394	4.6298	0.643
4.095	0.331	4.1894	0.36952	4.2498	0.404	4.6496	0.651
4.0964	0.332	4.1918	0.37078	4.2498	0.404	4.685	0.664
4.0968	0.332	4.2018	0.37558	4.25	0.404	4.7028	0.671
4.102	0.333	4.203	0.37626	4.2646	0.412	4.7432	0.683
4.1046	0.334	4.2138	0.38174	4.2732	0.418	4.7568	0.687
4.1076	0.335	4.214	0.3819	4.2762	0.42	4.797	0.697
4.1124	0.336	4.2178	0.38392	4.2804	0.422	4.8096	0.7
4.1134	0.337	4.225	0.38772	4.2882	0.427	4.8512	0.707
4.1164	0.338	4.2256	0.388	4.2944	0.431	4.8652	0.709
4.119	0.338	4.2358	0.3937	4.2998	0.435	4.9066	0.714
4.1198	0.339	4.2368	0.39426	4.3056	0.439	4.9216	0.716
4.1246	0.34	4.2466	0.39994	4.3116	0.442	4.9634	0.718
4.1272	0.341	4.248	0.40076	4.316	0.446	4.9768	0.719
4.1304	0.342	4.2582	0.40698	4.3214	0.45	5.0226	0.719
4.1344	0.344	4.2582	0.40702	4.3304	0.456	5.0346	0.718
4.136	0.344	4.2594	0.40772	4.3326	0.457	5.0782	0.716
4.1416	0.346	4.2692	0.41384	4.3384	0.461	5.0912	0.714
4.1416	0.346	4.2696	0.41414	4.3448	0.465	5.1348	0.709
4.142	0.346	4.2704	0.41456	4.348	0.467	5.1462	0.707
4.1474	0.348	4.2804	0.4208	4.3578	0.474	5.1908	0.699
4.1486	0.349	4.2874	0.42526	4.3686	0.482	5.203	0.696
4.153	0.351	4.2888	0.42602	4.3712	0.484	5.248	0.685
4.1554	0.352	4.2906	0.42732	4.3762	0.487	5.2596	0.681
4.1586	0.353	4.2968	0.43162	4.3848	0.492	5.3036	0.667
4.1622	0.354	4.3012	0.4343	4.3892	0.495	5.3172	0.663
4.1644	0.355	4.3048	0.43644	4.3986	0.502	5.3574	0.647
4.169	0.357	4.3084	0.43896	4.4084	0.509	5.3756	0.639
4.17	0.358	4.3122	0.44162	4.4122	0.511	5.4094	0.624
4.1756	0.36	4.3156	0.44386	4.4206	0.517	5.4386	0.61
4.1756	0.36	4.3196	0.44634	4.4258	0.52	5.4614	0.598
4.1762	0.361	4.3238	0.4493	4.428	0.521	5.4966	0.579
4.1814	0.363	4.327	0.45174	4.4394	0.529	5.5064	0.573
4.182	0.363	4.3314	0.45454	4.4464	0.534	5.5244	0.562
4.187	0.366	4.335	0.45672	4.4532	0.538	5.5476	0.547
4.1884	0.366	4.3386	0.45934	4.4654	0.546	5.5592	0.54
4.1926	0.368	4.3436	0.4631	4.4676	0.548	5.5906	0.518
4.1948	0.369	4.3468	0.46506	4.4718	0.55	5.6042	0.509
4.1982	0.371	4.3536	0.46974	4.4818	0.556	5.624	0.496
4.201	0.372	4.3556	0.47132	4.4868	0.559	5.641	0.484
4.204	0.374	4.3602	0.47416	4.4966	0.565	5.663	0.469
4.2072	0.376	4.3646	0.477	4.5028	0.569	5.6698	0.464
4.2096	0.377	4.367	0.47878	4.5108	0.574	5.6924	0.45
4.2134	0.379	4.3734	0.48328	4.5198	0.579	5.694	0.449
4.2152	0.38	4.3798	0.48776	4.5252	0.582	5.7138	0.434
4.2194	0.382	4.3822	0.48962	4.5374	0.589	5.7248	0.427
4.2208	0.383	4.387	0.49264	4.5396	0.59	5.7384	0.419
4.2254	0.385	4.3912	0.49526	4.549	0.595	5.7626	0.405
4.2264	0.386	4.3934	0.4969	4.5542	0.598	5.7788	0.396
4.2312	0.388	4.4006	0.502	4.5554	0.598	5.808	0.38
4.232	0.389	4.4066	0.5061	4.569	0.605	5.8228	0.374
4.2374	0.392	4.4106	0.50886	4.5732	0.608	5.8632	0.359
4.2378	0.392	4.4176	0.51346	4.5838	0.613	5.867	0.358
4.2434	0.395	4.4194	0.51484	4.5908	0.617	5.8792	0.354
4.2434	0.395	4.425	0.51842	4.5988	0.621	5.9112	0.346
4.2434	0.395	4.4282	0.52038	4.6082	0.625	5.9282	0.344
4.248	0.398	4.4294	0.5212	4.6138	0.628	5.9556	0.342
4.2494	0.399	4.4372	0.52634	4.6254	0.633	5.9888	0.34
4.2522	0.401	4.4406	0.52862	4.629	0.635	6	0.34
4.2548	0.402	4.446	0.53234	4.6432	0.641		
4.256	0.403	4.4522	0.53634	4.6444	0.641		
4.2592	0.405	4.4556	0.53874	4.6514	0.644		
4.26	0.405	4.465	0.54456	4.6598	0.647		
4.2604	0.406	4.4656	0.54506	4.6612	0.648		
4.2642	0.408	4.4678	0.54624	4.6754	0.653		
4.268	0.41	4.476	0.55114	4.679	0.655		
4.2686	0.411	4.4802	0.55396	4.691	0.659		
4.2692	0.411	4.4858	0.55766	4.6964	0.661		
4.273	0.413	4.4896	0.55986	4.707	0.665		
4.276	0.415	4.4968	0.5643	4.714	0.667		
4.2774	0.416	4.5008	0.56674	4.723	0.67		
4.2796	0.417	4.509	0.57164	4.7318	0.673		
4.282	0.419	4.5108	0.57276	4.739	0.675		
4.2834	0.42	4.517	0.57616	4.7494	0.678		
4.2864	0.422	4.5202	0.57788	4.7548	0.68		
4.2908	0.425	4.521	0.57846	4.7668	0.683		
4.2908	0.425	4.529	0.58294	4.7712	0.684		
4.291	0.425	4.5318	0.58442	4.7842	0.688		
4.2952	0.428	4.5386	0.58822	4.7874	0.689		
4.298	0.429	4.5424	0.59044	4.8018	0.692		
4.2996	0.431	4.5486	0.59384	4.8038	0.692		
4.302	0.432	4.555	0.59742	4.8196	0.696		
4.304	0.433	4.5594	0.60002	4.8202	0.696		
4.3054	0.434	4.5684	0.6047	4.8304	0.698		
4.3082	0.436	4.571	0.60608	4.8368	0.699		
4.312	0.439	4.5824	0.61164	4.8372	0.699		
4.3126	0.439	4.5832	0.61214	4.8534	0.702		
4.313	0.439	4.5878	0.61432	4.8552	0.702		
4.3168	0.442	4.5954	0.61782	4.87	0.704		
4.3208	0.445	4.5968	0.61856	4.8728	0.705		
4.321	0.445	4.6074	0.6235	4.8868	0.706		
4.3212	0.445	4.611	0.62532	4.8902	0.707		
4.3252	0.448	4.6196	0.62922	4.9038	0.708		
4.3286	0.45	4.625	0.63172	4.9076	0.709		
4.3292	0.45	4.6318	0.63478	4.9208	0.71		
4.3298	0.451	4.639	0.63798	4.9248	0.71		
4.3332	0.453	4.6438	0.64014	4.9378	0.711		
4.3362	0.455	4.656	0.645	4.942	0.712		
4.3372	0.456	4.6566	0.6452	4.9548	0.713		
4.3384	0.457	4.6568	0.64532	4.9594	0.713		
4.3414	0.459	4.66	0.64666	4.9718	0.713		
4.3438	0.46	4.6694	0.65046	4.9766	0.713		
4.3454	0.461	4.67	0.65074	4.989	0.714		
4.3472	0.463	4.6814	0.65498	4.9938	0.714		
4.3496	0.464	4.6826	0.65538	5.0062	0.714		
4.3516	0.466	4.6826	0.65542	5.011	0.714		
4.3536	0.467	4.6944	0.6596	5.0236	0.713		
4.3558	0.469	4.6962	0.66028	5.0282	0.713		
4.3578	0.47	4.7062	0.6637	5.0408	0.713		
4.36	0.471	4.711	0.66546	5.0452	0.713		
4.362	0.473	4.717	0.6676	5.0582	0.712		
4.3636	0.474	4.7222	0.66918	5.0624	0.711		
4.3662	0.476	4.7282	0.67106	5.0756	0.71		
4.3688	0.478	4.7346	0.67308	5.0796	0.71		
4.3702	0.479	4.7404	0.67482	5.0928	0.709		
4.3722	0.48	4.747	0.67684	5.0966	0.708		
4.375	0.482	4.754	0.6789	5.1104	0.707		
4.3762	0.483	4.76	0.68062	5.1136	0.706		
4.3776	0.484	4.768	0.68282	5.128	0.704		
4.3804	0.486	4.773	0.6842	5.1304	0.704		
4.3828	0.487	4.7822	0.68652	5.1456	0.702		
4.385	0.489	4.7862	0.68754	5.147	0.702		
4.3868	0.49	4.7964	0.68996	5.1632	0.699		
4.3902	0.492	4.7994	0.6907	5.1638	0.699		
4.3944	0.495	4.8108	0.69318	5.175	0.696		
4.395	0.496	4.8128	0.69362	5.1806	0.695		
4.3956	0.496	4.825	0.6961	5.181	0.695		
4.399	0.498	4.8262	0.69634	5.1974	0.692		
4.402	0.5	4.8394	0.69876	5.1984	0.692		
4.4032	0.501	4.8398	0.69884	5.2138	0.688		
4.4052	0.503	4.8476	0.70016	5.216	0.687		
4.408	0.505	4.8532	0.70112	5.2298	0.684		
4.4092	0.505	4.8536	0.70118	5.2338	0.683		
4.413	0.508	4.8668	0.7032	5.2458	0.68		
4.4134	0.508	4.8678	0.70336	5.2514	0.678		
4.4162	0.51	4.8804	0.7051	5.2618	0.675		
4.4182	0.512	4.882	0.70534	5.269	0.673		
4.4208	0.513	4.894	0.70682	5.2776	0.67		
4.4248	0.516	4.8964	0.7071	5.2864	0.667		
4.4254	0.516	4.9078	0.70834	5.2936	0.664		
4.4266	0.517	4.9106	0.70864	5.3038	0.661		
4.4298	0.519	4.9216	0.70966	5.3094	0.659		
4.4322	0.521	4.925	0.70996	5.3212	0.654		
4.4342	0.522	4.9354	0.71078	5.3252	0.653		
4.436	0.523	4.9392	0.71106	5.339	0.647		
4.4378	0.525	4.9492	0.71168	5.341	0.646		
4.4406	0.526	4.9534	0.71192	5.3562	0.64		
4.4422	0.528	4.963	0.71236	5.3566	0.64		
4.4444	0.529	4.9676	0.71256	5.3568	0.64		
4.4482	0.532	4.977	0.71284	5.3722	0.633		
4.449	0.532	4.9818	0.71296	5.3744	0.632		
4.45	0.533	4.991	0.7131	5.3874	0.626		
4.4532	0.535	4.9958	0.71314	5.3916	0.624		
4.456	0.537	5.005	0.71314	5.4024	0.619		
4.4566	0.537	5.0098	0.71308	5.4092	0.616		
4.4578	0.538	5.019	0.71294	5.4172	0.611		
4.4604	0.54	5.0238	0.71282	5.4264	0.607		
4.4618	0.54	5.0332	0.71252	5.4318	0.604		
4.4644	0.542	5.0374	0.71234	5.4436	0.597		
4.4678	0.544	5.0472	0.71188	5.4468	0.595		
4.4686	0.545	5.0512	0.71164	5.4608	0.588		
