0.2	98.562	19.8088	4.7574	1.50242	1.64392
2	365.8256	67.7258	11.3268	1.7654	1.02132
4	1401.536	279.517	53.6913200000001	5.73469	2.311326
8	5313.862	1116.462	254.1258	40.90668	24.08012
20	30232.26	6374.01000000001	1535.573	286.7832	179.04402
