4.1644	3.55E-01	4.2342	3.91E-01	4.3986	5.02E-01	5.3574	6.47E-01										
4.169	3.57E-01	4.2372	3.93E-01	4.4084	5.09E-01	5.3756	6.39E-01										
4.17	3.58E-01	4.2424	3.96E-01	4.4122	5.11E-01	5.4094	6.24E-01										
4.1756	3.60E-01	4.2454	3.98E-01	4.4206	5.17E-01	5.4386	6.10E-01										
4.1756	3.60E-01	4.2496	4.00E-01	4.4258	5.20E-01	5.4614	5.98E-01										
4.1762	3.61E-01	4.2518	4.02E-01	4.428	5.21E-01	5.4966	5.79E-01										
4.1814	3.63E-01	4.2536	4.03E-01	4.4394	5.29E-01	5.5064	5.73E-01										
4.182	3.63E-01	4.2582	4.05E-01	4.4464	5.34E-01	5.5244	5.62E-01										
4.187	3.66E-01	4.2634	4.09E-01	4.4532	5.38E-01	5.5476	5.47E-01										
4.1884	3.66E-01	4.2644	4.09E-01	4.4654	5.46E-01	5.5592	5.40E-01										
4.1926	3.68E-01	4.2658	4.10E-01	4.4676	5.48E-01	5.5906	5.18E-01										
4.1948	3.69E-01	4.2702	4.13E-01	4.4718	5.50E-01	5.6042	5.09E-01										
4.1982	3.71E-01	4.2734	4.15E-01	4.4818	5.56E-01	5.624	4.96E-01										
4.201	3.72E-01	4.2762	4.16E-01	4.4868	5.59E-01	5.641	4.84E-01										
4.204	3.74E-01	4.2794	4.19E-01	4.4966	5.65E-01	5.663	4.69E-01										
4.2072	3.76E-01	4.2818	4.20E-01	4.5028	5.69E-01	5.6698	4.64E-01										
4.2096	3.77E-01	4.2842	4.22E-01	4.5108	5.74E-01	5.6924	4.50E-01										
4.2134	3.79E-01	4.2876	4.24E-01	4.5198	5.79E-01	5.694	4.49E-01										
4.2152	3.80E-01	4.2904	4.26E-01	4.5252	5.82E-01	5.7138	4.34E-01										
4.2194	3.82E-01	4.2934	4.28E-01	4.5374	5.89E-01	5.7248	4.27E-01										
4.2208	3.83E-01	4.298	4.31E-01	4.5396	5.90E-01	5.7384	4.19E-01										
4.2254	3.85E-01	4.2996	4.32E-01	4.549	5.95E-01	5.7626	4.05E-01										
4.2264	3.86E-01	4.303	4.34E-01	4.5542	5.98E-01	5.7788	3.96E-01										
4.2312	3.88E-01	4.3088	4.38E-01	4.5554	5.98E-01	5.808	3.80E-01										
4.232	3.89E-01	4.309	4.38E-01	4.569	6.05E-01	5.8228	3.74E-01										
4.2374	3.92E-01	4.3092	4.38E-01	4.5732	6.08E-01	5.8632	3.59E-01										
4.2378	3.92E-01	4.3152	4.42E-01	4.5838	6.13E-01	5.867	3.58E-01										
4.2434	3.95E-01	4.3198	4.45E-01	4.5908	6.17E-01	5.8792	3.54E-01										
4.2434	3.95E-01	4.3216	4.46E-01	4.5988	6.21E-01	5.9112	3.46E-01										
4.2434	3.95E-01	4.324	4.48E-01	4.6082	6.25E-01	5.9282	3.44E-01										
4.248	3.98E-01	4.3272	4.50E-01	4.6138	6.28E-01	5.9556	3.42E-01										
4.2494	3.99E-01	4.3298	4.52E-01	4.6254	6.33E-01	5.9888	3.40E-01										
4.2522	4.01E-01	4.333	4.54E-01	4.629	6.35E-01	6	3.40E-01										
4.2548	4.02E-01	4.3368	4.57E-01	4.6432	6.41E-01												
4.256	4.03E-01	4.3394	4.58E-01	4.6444	6.41E-01												
4.2592	4.05E-01	4.3428	4.61E-01	4.6514	6.44E-01												
4.26	4.05E-01	4.3454	4.63E-01	4.6598	6.47E-01												
4.2604	4.06E-01	4.3484	4.65E-01	4.6612	6.48E-01												
4.2642	4.08E-01	4.3518	4.67E-01	4.6754	6.53E-01												
4.268	4.10E-01	4.3544	4.69E-01	4.679	6.55E-01												
4.2686	4.11E-01	4.3576	4.71E-01	4.691	6.59E-01												
4.2692	4.11E-01	4.3618	4.74E-01	4.6964	6.61E-01												
4.273	4.13E-01	4.3636	4.75E-01	4.707	6.65E-01												
4.276	4.15E-01	4.365	4.76E-01	4.714	6.67E-01												
4.2774	4.16E-01	4.3692	4.79E-01	4.723	6.70E-01												
4.2796	4.17E-01	4.3748	4.83E-01	4.7318	6.73E-01												
4.282	4.19E-01	4.3748	4.83E-01	4.739	6.75E-01												
4.2834	4.20E-01	4.375	4.83E-01	4.7494	6.78E-01												
4.2864	4.22E-01	4.3804	4.87E-01	4.7548	6.80E-01												
4.2908	4.25E-01	4.3848	4.90E-01	4.7668	6.83E-01												
4.2908	4.25E-01	4.386	4.91E-01	4.7712	6.84E-01												
4.291	4.25E-01	4.3878	4.92E-01	4.7842	6.88E-01												
4.2952	4.28E-01	4.3918	4.94E-01	4.7874	6.89E-01												
4.298	4.29E-01	4.3946	4.96E-01	4.8018	6.92E-01												
4.2996	4.31E-01	4.3972	4.98E-01	4.8038	6.92E-01												
4.302	4.32E-01	4.4004	5.00E-01	4.8196	6.96E-01												
4.304	4.33E-01	4.4028	5.02E-01	4.8202	6.96E-01												
4.3054	4.34E-01	4.4048	5.03E-01	4.8304	6.98E-01												
4.3082	4.36E-01	4.4082	5.06E-01	4.8368	6.99E-01												
4.312	4.39E-01	4.4122	5.08E-01	4.8372	6.99E-01												
4.3126	4.39E-01	4.414	5.09E-01	4.8534	7.02E-01												
4.313	4.39E-01	4.4154	5.10E-01	4.8552	7.02E-01												
4.3168	4.42E-01	4.4196	5.13E-01	4.87	7.04E-01												
4.3208	4.45E-01	4.4234	5.16E-01	4.8728	7.05E-01												
4.321	4.45E-01	4.4246	5.17E-01	4.8868	7.06E-01												
4.3212	4.45E-01	4.4286	5.19E-01	4.8902	7.07E-01												
4.3252	4.48E-01	4.4312	5.21E-01	4.9038	7.08E-01												
4.3286	4.50E-01	4.4344	5.23E-01	4.9076	7.09E-01												
4.3292	4.50E-01	4.4392	5.27E-01	4.9208	7.10E-01												
4.3298	4.51E-01	4.4408	5.28E-01	4.9248	7.10E-01												
4.3332	4.53E-01	4.4448	5.30E-01	4.9378	7.11E-01												
4.3362	4.55E-01	4.4476	5.32E-01	4.942	7.12E-01												
4.3372	4.56E-01	4.4486	5.33E-01	4.9548	7.13E-01												
4.3384	4.57E-01	4.4544	5.36E-01	4.9594	7.13E-01												
4.3414	4.59E-01	4.4562	5.38E-01	4.9718	7.13E-01												
4.3438	4.60E-01	4.4602	5.40E-01	4.9766	7.13E-01												
4.3454	4.61E-01	4.4642	5.43E-01	4.989	7.14E-01												
4.3472	4.63E-01	4.4656	5.44E-01	4.9938	7.14E-01												
4.3496	4.64E-01	4.468	5.45E-01	5.0062	7.14E-01												
4.3516	4.66E-01	4.471	5.47E-01	5.011	7.14E-01												
4.3536	4.67E-01	4.4728	5.48E-01	5.0236	7.13E-01												
4.3558	4.69E-01	4.4764	5.50E-01	5.0282	7.13E-01												
4.3578	4.70E-01	4.4818	5.54E-01	5.0408	7.13E-01												
4.36	4.71E-01	4.4818	5.54E-01	5.0452	7.13E-01												
4.362	4.73E-01	4.4818	5.54E-01	5.0582	7.12E-01												
4.3636	4.74E-01	4.4872	5.57E-01	5.0624	7.11E-01												
4.3662	4.76E-01	4.4896	5.59E-01	5.0756	7.10E-01												
4.3688	4.78E-01	4.4932	5.61E-01	5.0796	7.10E-01												
4.3702	4.79E-01	4.4982	5.64E-01	5.0928	7.09E-01												
4.3722	4.80E-01	4.5004	5.65E-01	5.0966	7.08E-01												
4.375	4.82E-01	4.5058	5.68E-01	5.1104	7.07E-01												
4.3762	4.83E-01	4.507	5.69E-01	5.1136	7.06E-01												
4.3776	4.84E-01	4.5112	5.72E-01	5.128	7.04E-01												
4.3804	4.86E-01	4.5134	5.73E-01	5.1304	7.04E-01												
4.3828	4.87E-01	4.514	5.73E-01	5.1456	7.02E-01												
4.385	4.89E-01	4.5196	5.76E-01	5.147	7.02E-01												
4.3868	4.90E-01	4.5234	5.79E-01	5.1632	6.99E-01												
4.3902	4.92E-01	4.5258	5.80E-01	5.1638	6.99E-01												
4.3944	4.95E-01	4.5286	5.82E-01	5.175	6.96E-01												
4.395	4.96E-01	4.5314	5.83E-01	5.1806	6.95E-01												
4.3956	4.96E-01	4.5356	5.86E-01	5.181	6.95E-01												
4.399	4.98E-01	4.5378	5.87E-01	5.1974	6.92E-01												
4.402	5.00E-01	4.5418	5.89E-01	5.1984	6.92E-01												
4.4032	5.01E-01	4.5464	5.92E-01	5.2138	6.88E-01												
4.4052	5.03E-01	4.548	5.93E-01	5.216	6.87E-01												
4.408	5.05E-01	4.552	5.95E-01	5.2298	6.84E-01												
4.4092	5.05E-01	4.555	5.96E-01	5.2338	6.83E-01												
4.413	5.08E-01	4.5562	5.97E-01	5.2458	6.80E-01												
4.4134	5.08E-01	4.562	6.00E-01	5.2514	6.78E-01												
4.4162	5.10E-01	4.5632	6.01E-01	5.2618	6.75E-01												
4.4182	5.12E-01	4.5634	6.01E-01	5.269	6.73E-01												
4.4208	5.13E-01	4.5652	6.02E-01	5.2776	6.70E-01												
4.4248	5.16E-01	4.5704	6.04E-01	5.2864	6.67E-01												
4.4254	5.16E-01	4.5712	6.05E-01	5.2936	6.64E-01												
4.4266	5.17E-01	4.5772	6.08E-01	5.3038	6.61E-01												
4.4298	5.19E-01	4.5798	6.09E-01	5.3094	6.59E-01												
4.4322	5.21E-01	4.5842	6.12E-01	5.3212	6.54E-01												
4.4342	5.22E-01	4.5886	6.14E-01	5.3252	6.53E-01												
4.436	5.23E-01	4.5914	6.15E-01	5.339	6.47E-01												
4.4378	5.25E-01	4.5968	6.18E-01	5.341	6.46E-01												
4.4406	5.26E-01	4.5988	6.19E-01	5.3562	6.40E-01												
4.4422	5.28E-01	4.6046	6.22E-01	5.3566	6.40E-01												
4.4444	5.29E-01	4.6056	6.22E-01	5.3568	6.40E-01												
4.4482	5.32E-01	4.6122	6.25E-01	5.3722	6.33E-01												
4.449	5.32E-01	4.6124	6.25E-01	5.3744	6.32E-01												
4.45	5.33E-01	4.6132	6.26E-01	5.3874	6.26E-01												
4.4532	5.35E-01	4.6198	6.28E-01	5.3916	6.24E-01												
4.456	5.37E-01	4.621	6.29E-01	5.4024	6.19E-01												
4.4566	5.37E-01	4.6274	6.32E-01	5.4092	6.16E-01												
4.4578	5.38E-01	4.6306	6.33E-01	5.4172	6.11E-01												
4.4604	5.40E-01	4.6348	6.35E-01	5.4264	6.07E-01												
4.4618	5.40E-01	4.6382	6.37E-01	5.4318	6.04E-01												
4.4644	5.42E-01	4.6428	6.39E-01	5.4436	5.97E-01												
4.4678	5.44E-01	4.647	6.40E-01	5.4468	5.95E-01												
4.4686	5.45E-01	4.6524	6.43E-01	5.4608	5.88E-01												
4.4698	5.46E-01	4.6558	6.44E-01	5.4616	5.87E-01												
4.4724	5.47E-01	4.6646	6.48E-01	5.4646	5.86E-01												
4.4738	5.48E-01	4.665	6.48E-01	5.4758	5.79E-01												
4.4766	5.50E-01	4.6652	6.48E-01	5.479	5.77E-01												
4.4808	5.52E-01	4.6742	6.52E-01	5.49	5.71E-01												
4.4812	5.53E-01	4.6752	6.52E-01	5.4964	5.67E-01												
4.4816	5.53E-01	4.6844	6.55E-01	5.504	5.62E-01												
4.4846	5.55E-01	4.6848	6.55E-01	5.5134	5.56E-01												
4.4864	5.56E-01	4.6848	6.55E-01	5.5178	5.53E-01												
4.4866	5.56E-01	4.6944	6.59E-01	5.531	5.44E-01												
4.4876	5.57E-01	4.6958	6.59E-01	5.532	5.44E-01												
4.491	5.59E-01	4.7038	6.62E-01	5.5362	5.41E-01												
4.4914	5.59E-01	4.7078	6.64E-01	5.5464	5.34E-01												
4.4948	5.61E-01	4.7138	6.66E-01	5.549	5.32E-01												
4.4958	5.62E-01	4.7172	6.67E-01	5.5612	5.24E-01												
4.4988	5.63E-01	4.7228	6.69E-01	5.567	5.20E-01												
4.5028	5.66E-01	4.7272	6.70E-01	5.5738	5.15E-01												
4.5032	5.66E-01	4.7312	6.71E-01	5.585	5.07E-01												
4.5032	5.66E-01	4.7362	6.73E-01	5.5868	5.06E-01												
4.5078	5.69E-01	4.7376	6.73E-01	5.593	5.01E-01												
4.5096	5.70E-01	4.7426	6.75E-01	5.599	4.97E-01												
4.5128	5.72E-01	4.7454	6.76E-01	5.6004	4.96E-01												
4.5154	5.73E-01	4.7512	6.77E-01	5.6106	4.89E-01												
4.5174	5.75E-01	4.7536	6.78E-01	5.612	4.88E-01												
4.519	5.76E-01	4.7602	6.80E-01	5.6194	4.82E-01												
4.5226	5.78E-01	4.7618	6.80E-01	5.627	4.76E-01												
4.5228	5.78E-01	4.7648	6.81E-01	5.63	4.73E-01												
4.5236	5.78E-01	4.7686	6.82E-01	5.6368	4.69E-01												
4.527	5.80E-01	4.7732	6.83E-01	5.6422	4.66E-01												
4.5306	5.82E-01	4.7752	6.84E-01	5.644	4.64E-01												
4.5312	5.83E-01	4.776	6.84E-01	5.6552	4.55E-01												
4.5316	5.83E-01	4.7836	6.86E-01	5.6596	4.53E-01												
4.5352	5.85E-01	4.7842	6.86E-01	5.6678	4.46E-01												
4.5382	5.86E-01	4.791	6.88E-01	5.6706	4.44E-01												
4.5392	5.87E-01	4.7924	6.88E-01	5.6738	4.42E-01												
4.5404	5.88E-01	4.7926	6.88E-01	5.6812	4.36E-01												
4.5434	5.89E-01	4.8002	6.90E-01	5.6866	4.33E-01												
4.547	5.91E-01	4.8014	6.90E-01	5.6936	4.29E-01												
4.5474	5.92E-01	4.808	6.92E-01	5.7026	4.20E-01												
4.5508	5.93E-01	4.8098	6.92E-01	5.7036	4.19E-01												
4.5512	5.94E-01	4.8158	6.93E-01	5.7054	4.18E-01												
4.5542	5.95E-01	4.8174	6.94E-01	5.7162	4.14E-01												
4.5574	5.97E-01	4.8236	6.95E-01	5.723	4.08E-01												
4.5586	5.98E-01	4.8258	6.95E-01	5.7266	4.05E-01												
4.5616	5.99E-01	4.8312	6.96E-01	5.7388	3.97E-01												
4.563	6.00E-01	4.8344	6.97E-01	5.7396	3.97E-01												
4.5634	6.00E-01	4.8386	6.98E-01	5.7414	3.96E-01												
4.5674	6.02E-01	4.842	6.98E-01	5.7532	3.90E-01												
4.5692	6.03E-01	4.8466	6.99E-01	5.7576	3.87E-01												
4.5722	6.05E-01	4.8502	7.00E-01	5.7684	3.80E-01												
4.5748	6.06E-01	4.8556	7.01E-01	5.7734	3.78E-01												
4.5774	6.07E-01	4.8598	7.01E-01	5.7826	3.73E-01												
4.5794	6.08E-01	4.8652	7.02E-01	5.7886	3.69E-01												
4.582	6.10E-01	4.8702	7.03E-01	5.7972	3.65E-01												
4.5838	6.11E-01	4.8752	7.04E-01	5.8048	3.62E-01												
4.5862	6.12E-01	4.881	7.05E-01	5.8116	3.59E-01												
4.5882	6.13E-01	4.8854	7.05E-01	5.8214	3.54E-01												
4.5904	6.14E-01	4.8918	7.06E-01	5.826	3.52E-01												
4.5936	6.15E-01	4.896	7.07E-01	5.8392	3.47E-01												
4.5946	6.16E-01	4.9028	7.07E-01	5.8404	3.47E-01												
4.597	6.17E-01	4.9064	7.08E-01	5.844	3.46E-01												
4.5986	6.18E-01	4.914	7.09E-01	5.8548	3.42E-01												
4.5996	6.18E-01	4.917	7.09E-01	5.858	3.41E-01												
4.603	6.20E-01	4.9242	7.09E-01	5.8692	3.38E-01												
4.6058	6.21E-01	4.9276	7.10E-01	5.8776	3.35E-01												
4.6062	6.22E-01	4.935	7.10E-01	5.8838	3.34E-01												
4.61	6.23E-01	4.9378	7.11E-01	5.8976	3.31E-01												
4.6108	6.24E-01	4.946	7.11E-01	5.8982	3.31E-01												
4.6146	6.25E-01	4.9482	7.11E-01	5.8986	3.31E-01												
4.6148	6.26E-01	4.9562	7.12E-01	5.9128	3.28E-01												
4.619	6.27E-01	4.9588	7.12E-01	5.921	3.26E-01												
4.6202	6.28E-01	4.9668	7.12E-01	5.9274	3.25E-01												
4.6228	6.29E-01	4.9696	7.12E-01	5.937	3.24E-01												
4.6244	6.30E-01	4.9778	7.12E-01	5.9418	3.24E-01												
4.6272	6.31E-01	4.9802	7.12E-01	5.9454	3.24E-01												
4.6308	6.33E-01	4.9888	7.13E-01	5.9564	3.22E-01												
4.6318	6.33E-01	4.9908	7.13E-01	5.9702	3.22E-01												
4.6342	6.34E-01	4.9996	7.13E-01	5.971	3.22E-01												
4.6362	6.35E-01	5.0016	7.13E-01	5.9716	3.22E-01												
4.6372	6.36E-01	5.01	7.13E-01	5.9854	3.22E-01												
4.6408	6.37E-01	5.0124	7.13E-01	5.9992	3.22E-01												
4.6438	6.38E-01	5.0204	7.12E-01	6	3.22E-01												
4.6456	6.39E-01	5.023	7.12E-01														
4.6496	6.41E-01	5.0312	7.12E-01														
4.6502	6.41E-01	5.0336	7.12E-01														
4.6504	6.41E-01	5.042	7.12E-01														
4.655	6.43E-01	5.0442	7.12E-01														
4.6574	6.44E-01	5.0518	7.11E-01														
4.6602	6.45E-01	5.0544	7.11E-01														
4.6644	6.47E-01	5.0612	7.11E-01														
4.6664	6.48E-01	5.064	7.10E-01														
4.6678	6.48E-01	5.07	7.10E-01														
4.672	6.50E-01	5.0726	7.10E-01														
4.6744	6.51E-01	5.079	7.09E-01														
4.677	6.52E-01	5.0814	7.09E-01														
4.6802	6.53E-01	5.0868	7.08E-01														
4.682	6.54E-01	5.0898	7.08E-01														
4.6856	6.55E-01	5.0956	7.07E-01														
4.6884	6.56E-01	5.0984	7.07E-01														
4.69	6.57E-01	5.106	7.06E-01														
4.692	6.57E-01	5.1076	7.06E-01														
4.6944	6.58E-01	5.1092	7.06E-01														
4.6978	6.60E-01	5.1164	7.05E-01														
4.6992	6.60E-01	5.12	7.04E-01														
4.7	6.60E-01	5.125	7.04E-01														
4.704	6.62E-01	5.1292	7.03E-01														
4.7076	6.63E-01	5.1334	7.03E-01														
4.709	6.63E-01	5.1376	7.02E-01														
4.7112	6.64E-01	5.1418	7.01E-01														
4.7138	6.65E-01	5.1462	7.00E-01														
4.7148	6.65E-01	5.1496	7.00E-01														
4.7192	6.67E-01	5.1546	6.99E-01														
4.72	6.67E-01	5.1578	6.98E-01														
4.724	6.68E-01	5.1634	6.97E-01														
4.7254	6.69E-01	5.166	6.97E-01														
4.7288	6.70E-01	5.172	6.96E-01														
4.731	6.71E-01	5.1742	6.95E-01														
4.7334	6.71E-01	5.1804	6.94E-01														
4.7372	6.73E-01	5.1826	6.93E-01														
4.7392	6.73E-01	5.1892	6.92E-01														
4.7426	6.74E-01	5.1906	6.92E-01														
4.7446	6.75E-01	5.1976	6.90E-01														
4.7482	6.76E-01	5.1988	6.90E-01														
4.7502	6.76E-01	5.2066	6.88E-01														
4.7542	6.78E-01	5.2074	6.88E-01														
4.7556	6.78E-01	5.2152	6.86E-01														
4.7602	6.79E-01	5.2162	6.86E-01														
4.761	6.79E-01	5.2224	6.84E-01														
4.7662	6.81E-01	5.2288	6.83E-01														
4.7662	6.81E-01	5.2298	6.82E-01														
4.767	6.81E-01	5.2362	6.80E-01														
4.7712	6.82E-01	5.2394	6.80E-01														
4.7718	6.82E-01	5.243	6.79E-01														
4.7766	6.84E-01	5.2478	6.77E-01														
4.7776	6.84E-01	5.2516	6.76E-01														
4.7824	6.85E-01	5.2574	6.74E-01														
4.7834	6.85E-01	5.2614	6.73E-01														
4.7886	6.87E-01	5.267	6.72E-01														
4.7896	6.87E-01	5.2714	6.70E-01														
4.7948	6.88E-01	5.2766	6.68E-01														
4.7962	6.89E-01	5.2812	6.67E-01														
4.8006	6.89E-01	5.2856	6.65E-01														
4.8008	6.90E-01	5.2904	6.64E-01														
4.801	6.90E-01	5.294	6.63E-01														
4.805	6.91E-01	5.2978	6.61E-01														
4.8072	6.91E-01	5.301	6.60E-01														
4.8104	6.92E-01	5.3066	6.58E-01														
4.8128	6.92E-01	5.3086	6.57E-01														
4.8154	6.93E-01	5.3156	6.55E-01														
4.8184	6.93E-01	5.316	6.55E-01														
4.8212	6.94E-01	5.3194	6.53E-01														
4.8238	6.95E-01	5.3234	6.52E-01														
4.827	6.95E-01	5.3238	6.52E-01														
4.829	6.96E-01	5.331	6.49E-01														
4.8322	6.96E-01	5.3318	6.48E-01														
4.834	6.97E-01	5.3386	6.46E-01														
4.8368	6.97E-01	5.3398	6.45E-01														
4.8406	6.98E-01	5.3462	6.43E-01														
4.8424	6.98E-01	5.3484	6.42E-01														
4.847	6.99E-01	5.3536	6.39E-01														
4.8484	6.99E-01	5.357	6.38E-01														
4.8534	7.00E-01	5.3612	6.36E-01														
4.8544	7.00E-01	5.365	6.34E-01														
4.86	7.01E-01	5.3688	6.33E-01														
4.8606	7.01E-01	5.3734	6.31E-01														
4.8662	7.02E-01	5.376	6.29E-01														
4.8666	7.02E-01	5.382	6.27E-01														
4.8694	7.02E-01	5.384	6.26E-01														
4.8728	7.03E-01	5.3912	6.22E-01														
4.8732	7.03E-01	5.3924	6.22E-01														
4.875	7.03E-01	5.4008	6.17E-01														
4.8794	7.04E-01	5.4022	6.17E-01														
4.8806	7.04E-01	5.4056	6.15E-01														
4.8862	7.05E-01	5.4106	6.13E-01														
4.887	7.05E-01	5.4124	6.12E-01														
4.8922	7.06E-01	5.4184	6.09E-01														
4.8926	7.06E-01	5.4212	6.07E-01														
4.8972	7.06E-01	5.4256	6.05E-01														
4.8986	7.06E-01	5.4292	6.03E-01														
4.8988	7.06E-01	5.433	6.01E-01														
4.9036	7.07E-01	5.4376	5.98E-01														
4.905	7.07E-01	5.44	5.97E-01														
4.909	7.07E-01	5.4458	5.94E-01														
4.9114	7.08E-01	5.4472	5.93E-01														
4.9148	7.08E-01	5.4538	5.89E-01														
4.916	7.08E-01	5.4542	5.89E-01														
4.9204	7.09E-01	5.456	5.88E-01														
4.9214	7.09E-01	5.461	5.85E-01														
4.9258	7.09E-01	5.462	5.85E-01														
4.927	7.09E-01	5.4678	5.81E-01														
4.9318	7.10E-01	5.47	5.80E-01														
4.9332	7.10E-01	5.4742	5.78E-01														
4.9378	7.10E-01	5.4778	5.75E-01														
4.9396	7.10E-01	5.4806	5.74E-01														
4.944	7.10E-01	5.4854	5.71E-01														
4.9468	7.11E-01	5.487	5.70E-01														
4.9508	7.11E-01	5.493	5.66E-01														
4.9542	7.11E-01	5.4938	5.66E-01														
4.958	7.11E-01	5.5002	5.61E-01														
4.9614	7.11E-01	5.501	5.61E-01														
4.9652	7.11E-01	5.507	5.57E-01														
