5	101.685	61.54	6.3513	1.04671	1.62381	0.839658	1.10445	1.81524
0.5	29.4984	692.3	2.4942	19.331	1.1649	1.98032	0.90348	0.84082
0.25	55.404	2729	2.38698	104.222	0.031035	11.4638	0.274989	4.3038
0.125	194.193	10370.8	9.9987	495.022	2.23902	78.888	1.42818	46.3756
0.05	390.39	59983.8	20.0595	3046.08	4.3548	567.902	2.91603	354.234
								
								
								
								
